CVE,Strike Name,Strike Info(URL),Strike Reference,Strike Tuples
CVE-2022-0543,Redis Lua Sandbox Escape and Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_0543_redis_lua_sandbox_escape_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0543,TCP 1.1.165.92:9945->1.2.162.147:6379
CVE-2022-21881,Microsoft Windows kernel priviledge escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_21881_microsoft_windows_kernel_privilege_escalation.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21881,TCP 1.1.227.91:8915->1.2.239.150:25
CVE-2022-44267,ImageMagick PNG tEXt Profile Denial Of Service,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_44267_imageMagick_png_tEXt_profile_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44267,TCP 1.3.95.65:3871->1.2.215.102:25
CVE-2022-44268,ImageMagick PNG tEXt Profile Arbitrary File Read,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_44268_imageMagick_png_tEXt_profile_arbitrary_file_read.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44268,TCP 1.1.69.239:23260->1.2.74.31:25
CVE-2022-45025,Microsoft Visual Studio Code Markdown Preview Enhanced Extension Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/office/cve_2022_45025_visual_studio_markdown_preview_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d45025,TCP 1.3.205.89:37121->1.2.201.210:25
CVE-2022-21587,Oracle E-Business Suite Web Applications Desktop Integrator BneUnZip Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/oracle/cve_2022_21587_oracle_ebusiness_suite_web_applications_desktop_integrator_bneunzip_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21587,TCP 1.3.192.25:41157->1.2.204.3:80 TCP 1.3.192.25:5637->1.2.204.3:80
CVE-2022-44456,Contec CONPROSYS HMI System chkFormula Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/scada/cve_2022_44456_contec_conprosys_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44456,TCP 1.5.214.169:41706->1.6.103.124:80
CVE-2022-35870,Inductive Automation Ignition ServerMessage Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/scada/cve_2022_35870_inductive_automation_ignition_servermessage_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35870,TCP 1.1.31.153:60746->1.2.35.161:8088 TCP 1.1.31.153:63279->1.2.35.161:8088
CVE-2022-30216,Microsoft Windows Server Service Tampering,ps://strikecenter.ixiacom.com/bps/strikes/exploits/smb/cve_2022_30216_microsoft_windows_server_service_auth_weakness.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30216,TCP 1.1.142.26:39863->1.4.62.237:445
CVE-2022-37958,Microsoft Windows NEGOEX Driver Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/smb/cve_2022_37958_microsoft_windows_NEGOEX_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d37958,TCP 1.5.158.237:44045->1.6.49.212:445
CVE-2022-1292,OpenSSL c_rehash Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/ssl/cve_2022_1292_openssl_c_rehash_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1292,TCP 1.3.140.186:47685->1.2.137.159:80
CVE-2022-3602,OpenSSL v3 ossl_punycode_decode Stack Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/ssl/cve_2022_3602_ossl_punycode_decode_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3602,TCP 1.3.8.157:24653->1.2.185.61:51282
CVE-2022-3236,Sophos Firewall User Portal and Webadmin Code Injection Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_3236_sophos_firewall_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3236,TCP 1.3.227.225:55809->1.6.239.196:4444
CVE-2022-1040,Sophos Firewall User Portal and Webadmin Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_1040_sophos_firewall_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1040,TCP 1.3.123.60:34746->1.6.203.128:443
CVE-2022-22972,Vmware vRealize Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_22972_vmware_vrealize_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22972,TCP 1.3.111.35:8216->1.4.115.44:80 TCP 1.3.111.35:16424->1.4.115.44:80 TCP 1.3.111.35:11529->1.4.115.44:80
CVE-2022-23131,Zabbix Server Frontend Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_23131_zabbix_server_frontend_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d23131,TCP 1.1.182.83:31081->1.6.178.238:80 TCP 1.1.182.83:46980->1.6.178.238:80
CVE-2022-26134,Atlassian Confluence OGNL Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_26134_confluence_ognl_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26134,TCP 1.3.50.200:22302->1.6.55.164:8090
CVE-2022-27924,Zimbra Collaboration Memcached CRLF Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_27924_zimbra_collaboration_memcached_CRLF_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d27924,TCP 1.5.155.16:57687->1.6.51.87:80
CVE-2022-2068,OpenSSL Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_2068_openSSL_c_rehash_script_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2068,TCP 1.3.128.90:12984->1.4.140.70:80
CVE-2022-4223,pgAdmin validate_binary_path Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_4223_pgadmin_validate_binary_path_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4223,TCP 1.5.194.165:61969->1.4.207.126:47752
CVE-2022-22963,Spring Expression Resource Access Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22963_spring_expression_resource_access.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22963,TCP 1.3.248.126:34129->1.6.228.100:8080
CVE-2022-44877,Control Web Panel Login Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_44877_control_web_panel_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44877,TCP 1.1.55.11:49041->1.2.143.71:2031
CVE-2022-1388,F5 BIG-IP iControl REST Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_1388_f5_big_ip_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1388,TCP 1.5.252.79:36031->1.2.249.81:443
CVE-2022-22954,Vmware Workspace ONE Access Freemarker Server-side Template Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22954_vmware_ssti_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22954,TCP 1.5.196.175:28381->1.6.116.208:443
CVE-2022-47966,Zoho ManageEngine Multiple Products SAMLResponse Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_47966_zoho_manageengine_multiple_products_samlresponse_remote_code_execution.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d47966,TCP 1.1.6.209:34421->1.2.10.180:7272
CVE-2022-24697,Apache Kylin runSparkSubmit Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_24697_apache_kylin_runsparksubmit_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24697,TCP 1.1.22.176:26804->1.4.31.5:7070
CVE-2022-42889,Apache Common Text Library Text4Shell RCE,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_42889_apache_common_text_library_text4Shell_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d42889,TCP 1.3.68.51:54717->1.2.253.43:27047
CVE-2022-1660,Keysight N6854A and N6841A RF Sensor Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_1660_keysight_n6854a_and_n6841a_rf_sensor_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1660,TCP 1.5.38.104:27791->1.6.158.204:8080
CVE-2022-35914,Teclib GLPI Remote Code Execution Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_35914_GLPI_project_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35914,TCP 1.5.106.214:16058->1.6.111.12:80
CVE-2022-22947,VMware Spring Cloud Gateway SpEL Code Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22947_vmware_spring_cloud_gateway_spel.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22947,TCP 1.3.121.99:60525->1.2.201.136:8080
CVE-2022-22965,VMware Spring Framework Data Binding ClassLoader,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22965_vmware_spring_framework_data_binding_classloader.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22965,TCP 1.1.37.71:10567->1.4.41.113:8080 TCP 1.1.37.71:4804->1.4.41.113:8080
CVE-2022-33891,Apache Spark Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_33891_apache_spark_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d33891,TCP 1.3.89.58:41719->1.6.95.204:8080
CVE-2022-43781,Atlassian Bitbucket Server and Data Center Command Injection Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_43781_atlassian_bitbucket_server_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d43781,TCP 1.1.174.204:11762->1.2.171.253:7990
CVE-2022-22960,VMware Products Privilege Escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22960_vmware_privilege_escalation.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22960,TCP 1.3.223.21:18876->1.6.218.249:25
CVE-2022-40624,pfSense pfBlockerNG Host Header Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_40624_pfSense_pfBlockerNG_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d40624,TCP 1.5.188.151:55857->1.6.12.125:80
CVE-2022-24288,Apache Airflow DAG OS Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_24288_apache_airflow_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24288,TCP 1.1.20.2:61311->1.6.163.234:8080
CVE-2022-2185,Gitlab Project Import Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_2185_gitlab_import_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2185,TCP 1.1.140.84:18901->1.6.60.158:80
CVE-2022-30525,Zyxel Firewall CGI Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_30525_zyxel_firewall_cgi_os_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30525,TCP 1.1.242.233:56629->1.2.254.213:443
CVE-2022-40684,Fortinet Multiple Products Administrative Interface Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_40684_fortinet_administrative_interface_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d40684,TCP 1.5.120.131:17012->1.4.201.165:8888
CVE-2022-26318,Watchguard Fireware buffer overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_26318_watchguard_firebox_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26318,TCP 1.3.13.127:1477->1.6.23.27:4117
CVE-2022-36804,Atlassian Bitbucket Server and Data Center Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_36804_atlassian_bitbucket_server_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d36804,TCP 1.1.150.226:55970->1.2.38.201:7990
CVE-2022-46169,Cacti remote_agent php Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_46169_cacti_group_cacti_remote_agent_php_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d46169,TCP 1.1.191.237:6847->1.6.164.65:80
CVE-2022-47986,IBM Aspera Faspex Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_47986_ibm_aspera_faspex_code_execution_vulnerability.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d47986,TCP 1.5.91.122:53000->1.2.95.150:3000
CVE-2022-28810,Zoho ManageEngine ADSelfService Plus Custom Script Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_28810_zoho_manageengine_adselfservice_plus_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d28810,TCP 1.1.216.224:11938->1.6.113.36:8888 TCP 1.1.216.224:51530->1.6.113.36:8888 TCP 1.1.216.224:6961->1.6.113.36:8888 TCP 1.1.216.224:56516->1.6.113.36:8888 TCP 1.1.216.224:7123->1.6.113.36:8888 TCP 1.1.216.224:60259->1.6.113.36:8888 TCP 1.1.216.224:7088->1.6.113.36:8888 TCP 1.1.216.224:4866->1.6.113.36:8888
CVE-2022-40127,Apache Airflow DAG run_id Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_40127_apache_airflow_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d40127,TCP 1.3.36.237:1737->1.4.158.31:8080 TCP 1.3.36.237:61048->1.4.158.31:8080 TCP 1.3.36.237:42242->1.4.158.31:8080 TCP 1.3.36.237:21397->1.4.158.31:8080 TCP 1.3.36.237:1312->1.4.158.31:8080 TCP 1.3.36.237:28137->1.4.158.31:8080 TCP 1.3.36.237:53725->1.4.158.31:8080
CVE-2022-36537,ZK Framework Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/info/cve_2022_36537_zk_framework_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d36537,TCP 1.5.28.5:20234->1.2.148.230:80 TCP 1.5.28.5:60716->1.2.148.230:80
CVE-2022-34265,Django Trunc and Extract SQL Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/sql/cve_2022_34265_django_sql_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d34265,TCP 1.3.200.5:29292->1.6.0.12:8000
CVE-2022-43672,Zoho ManageEngine Password Manager Pro UserGroupListTableController SQL Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/sql/cve_2022_43672_zoho_manageengine_password_manager_pro_usergrouplisttablecontroller_sql_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d43672,TCP 1.1.65.182:53100->1.2.253.70:7272 TCP 1.1.65.182:49183->1.2.253.70:7272 TCP 1.1.65.182:54619->1.2.253.70:7272 TCP 1.1.65.182:53408->1.2.253.70:7272
CVE-2022-1661,KeySight N6854A and N6841A RF Sensor UserFirmwareRequestHandler Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_1661_keysight_n6854a_and_n6841a_rf_sensor_userfirmwarerequesthandler_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1661,TCP 1.3.196.101:57544->1.4.116.73:8080
CVE-2022-29464,WSO2 API Manger Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_29464_wso2_api_manager_dir_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d29464,TCP 1.1.99.6:62436->1.6.211.17:9763
CVE-2022-38418,Adobe ColdFusion Application Server Directory Traversal Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_38418_adobe_coldfusion_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d38418,TCP 1.1.111.228:52466->1.4.121.150:80 TCP 1.1.111.228:54516->1.4.121.150:80
CVE-2022-26352,dotCMS processFile Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_26352_dotCMS_processFile_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26352,TCP 1.3.254.87:37547->1.4.79.61:8080
CVE-2022-39952,Fortinet FortiNAC ConfigWizard KeyUpload RCE,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/upload/cve_2022_39952_fortinet_fortinac_configwizard_keyupload_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d39952,TCP 1.5.50.222:22024->1.4.55.102:8443
CVE-2022-24682,Zimbra Webmail Cross-Site Scripting,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/xss/cve_2022_24682_zimbra_webmail_xss.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24682,TCP 1.1.33.130:61828->1.6.145.205:80
CVE-2022-35405,Zoho ManageEngine Password Manager Pro XMLRPC Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cve_2022_35405_zoho_manageengine_xmlrpc_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35405,TCP 1.1.225.71:2174->1.4.238.21:7272
CVE-2022-34721,Microsoft Windows IKE IkeQueueRecvRequest Handling Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/wins/cve_2022_34721_windows_ike_Ikequeuerecvrequest_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d34721,UDP 1.3.87.90:28247->1.2.92.209:500
CVE-2022-44698,Windows SmartScreen Authenticode Security Feature Bypass Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/wins/cve_2022_44698_windows_smartscreen_Authenticode_security_feature_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44698,TCP 1.5.50.193:27129->1.4.55.73:25
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool (MSDT) Follina RCE,ps://strikecenter.ixiacom.com/bps/strikes/exploits/wins/cve_2022_30190_ms_windows_msdt_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30190,TCP 1.3.240.104:3427->1.4.72.141:80
CVE-2022-21882,Windows Win32k Privlege Escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/wins/cve_2022_21882_win32k_privesc.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21882,TCP 1.5.191.52:3380->1.4.15.245:25
CVE-2022-26937,Microsoft Windows Network File System NLM Portmap Stack Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/wins/cve_2022_26937_microsoft_windows_nlm_portmap_stack_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26937,TCP 1.1.238.252:8582->1.2.235.57:111
